order_date,po_id,supplier_id,supplier_region,supplier_country,part_id,part_type,category,unit_of_measure,delivery_qty,unit_cost_usd,total_cost_usd,promised_lead_time_days,actual_lead_time_days,on_time_flag,defect_flag,defect_reason,order_month_start,risk_score_month,risk_score
5/14/24,PO-8f00d6f8,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,13,0.61,7.93,35,32,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/14/24,PO-275d6e9f,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,4,5885.61,23542.44,30,30,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/15/24,PO-890b7458,SU-012,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,140,59.54,8335.6,9,8,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/15/24,PO-3c718ab2,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,4309,2.9,12496.1,14,14,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/15/24,PO-1fa57c7b,SU-012,North America,USA,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,155,22.53,3492.15,7,6,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/15/24,PO-f2985738,SU-005,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,34,57.73,1962.82,7,5,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/15/24,PO-ba8462ca,SU-003,Asia,India,PART-5b69155b,Piston,Engines,ea,1,68.81,68.81,48,23,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/15/24,PO-6c319337,SU-008,North America,USA,PART-ff4f5d3e,Cab Glass,Cabs & Controls,ea,15,352.41,5286.15,31,27,1,0,No Defect,5/1/24,5/1/24,11.25679504744156
5/15/24,PO-8f913591,SU-009,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,18,192.9,3472.2,16,14,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/15/24,PO-0adb8418,SU-012,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,46,14.81,681.26,8,8,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/15/24,PO-fd03c49e,SU-002,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,11,401.55,4417.05,16,16,1,0,No Defect,5/1/24,5/1/24,34.12104673888723
5/15/24,PO-47c2b460,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,2144,11.55,24763.2,14,13,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/16/24,PO-96904de8,SU-009,Asia,South Korea,PART-47327335,ECM (Engine Control Module),Electronics,ea,5,999.61,4998.05,27,27,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/16/24,PO-435e8ef0,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,3,68.88,206.64,53,38,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/16/24,PO-e6231a88,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,1,1896.02,1896.02,31,29,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/16/24,PO-7002344b,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,32,327.23,10471.36,28,28,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/16/24,PO-b5dd9a32,SU-012,North America,USA,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,60,24.57,1474.2,6,4,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/16/24,PO-be357b30,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,82,19.41,1591.62,6,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/16/24,PO-f7d29137,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,1549,2.9,4492.1,15,10,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/16/24,PO-a93fdb0d,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,1484,2.9,4303.6,14,14,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/16/24,PO-cdaad182,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,194,19.41,3765.54,6,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/16/24,PO-8406451d,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,8,483.94,3871.52,23,21,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/17/24,PO-d37a5d24,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,2,1896.02,3792.04,30,27,1,1,Packaging Issue,5/1/24,5/1/24,40.901562164170514
5/17/24,PO-908d08f4,SU-009,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,23,35.18,809.14,23,18,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/17/24,PO-f4268927,SU-010,North America,Mexico,PART-02476ffd,Sprocket,Undercarriage,ea,29,490.91,14236.39,42,35,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/17/24,PO-c63a8bcc,SU-011,Asia,India,PART-2b5d6159,Fork Assembly,Attachments,ea,2,991.63,1983.26,30,25,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/17/24,PO-b0ad9420,SU-004,Asia,India,PART-8f2135f2,Track Roller,Undercarriage,ea,42,181.38,7617.96,25,27,0,1,Incorrect Specs,5/1/24,5/1/24,65.14908984
5/17/24,PO-d46753ea,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,1,6605.07,6605.07,43,43,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/17/24,PO-8962e225,SU-010,Asia,South Korea,PART-7c205b95,Steel Plate,Steel,lb,2264,0.63,1426.32,25,25,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/17/24,PO-d321f454,SU-010,North America,Mexico,PART-8f2135f2,Track Roller,Undercarriage,ea,38,183.99,6991.62,33,33,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/17/24,PO-1a6a4884,SU-002,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,7,401.55,2810.85,12,12,1,0,No Defect,5/1/24,5/1/24,34.12104673888723
5/17/24,PO-5a7aacca,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,42,23.09,969.78,6,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/18/24,PO-61000b16,SU-003,Asia,India,PART-5b69155b,Piston,Engines,ea,2,68.81,137.62,75,75,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/18/24,PO-989cd1ba,SU-009,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,12,262.41,3148.92,21,16,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/18/24,PO-1382968e,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,1788,112.5,201150,26,26,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/18/24,PO-40f734dd,SU-005,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,168,57.73,9698.64,8,8,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/18/24,PO-91d8b4c7,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,3,6651.03,19953.09,58,58,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/18/24,PO-6e6fabc8,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,2961,11.55,34199.55,14,14,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/18/24,PO-32fcc584,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,13,32.78,426.14,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/18/24,PO-c439ce14,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,193,32.78,6326.54,7,5,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/18/24,PO-dee2579b,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,325,1.09,354.25,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/18/24,PO-84eb1f24,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,4,0.61,2.44,29,22,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/19/24,PO-48db6f51,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,142,25.07,3559.94,5,4,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/19/24,PO-8a34d40e,SU-004,Asia,India,PART-8f2135f2,Track Roller,Undercarriage,ea,31,181.38,5622.78,24,19,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/19/24,PO-a18ff2df,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,2,5926.57,11853.14,52,52,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/19/24,PO-de488a30,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,14,327.23,4581.22,35,30,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/19/24,PO-12adc51a,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,114,25.07,2857.98,5,5,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/19/24,PO-2ccd8883,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,12,35.11,421.32,14,14,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/19/24,PO-707e006a,SU-005,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,171,14.36,2455.56,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/19/24,PO-f4c80e54,SU-009,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,19,87.24,1657.56,14,14,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/19/24,PO-273a950c,SU-009,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,9,400.79,3607.11,19,19,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/19/24,PO-fac64b0c,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,65,32.78,2130.7,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/20/24,PO-e26e5129,SU-005,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,98,14.36,1407.28,8,8,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/20/24,PO-04832a88,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,1,998.53,998.53,26,24,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/20/24,PO-9598e285,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,1,1036.95,1036.95,47,47,1,1,Incorrect Specs,5/1/24,5/1/24,45.978665363421214
5/20/24,PO-60d49d65,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,1,33120.93,33120.93,54,53,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/20/24,PO-976cd4e1,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,889,1.09,969.01,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/20/24,PO-76b7d79c,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,1282,2.9,3717.8,16,16,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/20/24,PO-d2f0f1fb,SU-003,Asia,India,PART-83525011,Fuel Injector,Engines,ea,1,854.56,854.56,61,46,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/20/24,PO-0d94edee,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,920,3.44,3164.8,7,6,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/20/24,PO-84ec378e,SU-005,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,24,57.73,1385.52,9,9,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/20/24,PO-2ed4540d,SU-010,North America,Mexico,PART-90c1ac34,Track Link,Undercarriage,ea,30,4834.28,145028.4,20,20,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/21/24,PO-31d6c3d0,SU-009,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,2,87.24,174.48,30,26,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/21/24,PO-ad1ba4bb,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,144,24.62,3545.28,6,6,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/21/24,PO-bb9d1179,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,18,35.11,631.98,29,18,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/21/24,PO-c71f1b2e,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,2,5926.57,11853.14,54,54,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/21/24,PO-d74271f4,SU-003,Asia,India,PART-5b69155b,Piston,Engines,ea,3,68.81,206.43,76,66,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/21/24,PO-beefde88,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,21,201.4,4229.4,14,14,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/21/24,PO-46dca9c1,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,1,998.53,998.53,43,31,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/21/24,PO-9f01807d,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,1747,3.06,5345.82,20,16,1,1,Packaging Issue,5/1/24,5/1/24,74.60077626678189
5/21/24,PO-622409d5,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,2,33154.9,66309.8,88,79,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/21/24,PO-72b5a990,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,175,23.55,4121.25,5,4,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/22/24,PO-568481ba,SU-011,Asia,China,PART-fb58317b,Engine Block,Engines,ea,3,4530.23,13590.69,47,47,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/22/24,PO-94df13b0,SU-012,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,108,59.54,6430.32,9,9,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/22/24,PO-4e1cf4e5,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,4,1896.02,7584.08,30,30,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/22/24,PO-55140995,SU-009,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,3,3.49,10.47,14,14,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/22/24,PO-dfd841ae,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,50,19.8,990,5,4,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/22/24,PO-3ebac0df,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,10,1298.97,12989.7,45,24,1,0,No Defect,5/1/24,5/1/24,11.25679504744156
5/22/24,PO-61423355,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,2127,112.5,239287.5,17,17,1,1,Packaging Issue,5/1/24,5/1/24,31.31009354
5/22/24,PO-33b6d9eb,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,14,3.49,48.86,24,20,1,0,No Defect,5/1/24,5/1/24,34.12104673888723
5/22/24,PO-ae2bd166,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,44,19.41,854.04,6,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/22/24,PO-6fd6d8ca,SU-001,Asia,India,PART-7c205b95,Steel Plate,Steel,lb,4564,0.59,2692.76,14,9,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/23/24,PO-511cd1ee,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,110,25.07,2757.7,5,5,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/23/24,PO-86fe8e2e,SU-007,Europe,Netherlands,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,119,22.99,2735.81,5,5,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/23/24,PO-19ea2df6,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,3,6651.03,19953.09,21,21,1,1,Nonconformance,5/1/24,5/1/24,31.081978782372698
5/23/24,PO-7f6fb7b3,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,4,6605.07,26420.28,48,38,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/23/24,PO-98f20041,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,4,0.61,2.44,45,42,1,1,Nonconformance,5/1/24,5/1/24,31.31009354
5/23/24,PO-bde12bcb,SU-006,South America,Brazil,PART-5902e85c,Ripper,Attachments,ea,3,1909.21,5727.63,53,53,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/23/24,PO-cf63495f,SU-004,Asia,India,PART-dee85722,Wheel Rim,Undercarriage,ea,40,519.91,20796.4,18,18,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/23/24,PO-01cf4ef1,SU-009,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,14,262.41,3673.74,14,13,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/23/24,PO-04a0b383,SU-011,Asia,China,PART-1750e948,Turbocharger,Engines,ea,2,1038.02,2076.04,35,35,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/23/24,PO-0b009bea,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,49,483.94,23713.06,27,26,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/24/24,PO-8aceff4e,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,15,327.23,4908.45,40,29,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/24/24,PO-03a70b7e,SU-010,Asia,South Korea,PART-1b818820,Steel Beam,Steel,ft,4051,12.2,49422.2,21,20,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/24/24,PO-19d1f895,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,2,1036.95,2073.9,43,43,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/24/24,PO-1c1318c4,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,156,19.8,3088.8,6,6,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/24/24,PO-1d4bdaea,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,1,5885.61,5885.61,30,30,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/24/24,PO-ab4284bc,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,194,19.8,3841.2,5,3,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/24/24,PO-dea65d71,SU-009,Asia,South Korea,PART-86940171,Temperature Sensor,Electronics,ea,10,38.68,386.8,37,36,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/24/24,PO-d7fb13ce,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,19,3.49,66.31,23,20,1,0,No Defect,5/1/24,5/1/24,34.12104673888723
5/24/24,PO-92f981bf,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,1,1896.02,1896.02,45,42,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/24/24,PO-919936ef,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,139,23.09,3209.51,6,6,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/25/24,PO-e381670b,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,59,19.8,1168.2,5,7,0,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/25/24,PO-afe9378e,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,11,483.94,5323.34,24,15,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/25/24,PO-14feecd0,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,2,33120.93,66241.86,55,50,1,1,Incorrect Specs,5/1/24,5/1/24,45.978665363421214
5/25/24,PO-9959581d,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,2,201.4,402.8,27,27,1,1,Nonconformance,5/1/24,5/1/24,16.30713865611027
5/25/24,PO-cc8fb20d,SU-011,Asia,China,PART-83525011,Fuel Injector,Engines,ea,1,855.43,855.43,79,79,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/25/24,PO-a954ddcb,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,874,3.7,3233.8,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/25/24,PO-e1fd3605,SU-010,North America,Mexico,PART-8f2135f2,Track Roller,Undercarriage,ea,2,183.99,367.98,33,25,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/25/24,PO-b5d18fc3,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,1117,112.5,125662.5,14,12,1,0,No Defect,5/1/24,5/1/24,31.31009354
5/25/24,PO-db36d4d2,SU-004,Asia,India,PART-8f2135f2,Track Roller,Undercarriage,ea,33,181.38,5985.54,38,37,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/25/24,PO-2c3d8e9c,SU-009,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,15,192.9,2893.5,22,18,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/26/24,PO-6265e14a,SU-009,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,4,87.24,348.96,23,18,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/26/24,PO-7b404574,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,3,5926.57,17779.71,50,42,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/26/24,PO-743673ff,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,4,6651.03,26604.12,33,30,1,0,No Defect,5/1/24,5/1/24,31.081978782372698
5/26/24,PO-debd4653,SU-009,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,8,400.79,3206.32,29,29,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/26/24,PO-bd78c837,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,24,24.62,590.88,9,9,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/26/24,PO-5353b6d0,SU-011,Asia,China,PART-83525011,Fuel Injector,Engines,ea,3,855.43,2566.29,82,82,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/26/24,PO-ad4b378e,SU-012,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,37,33.8,1250.6,7,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/26/24,PO-c369a198,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,3,5885.61,17656.83,58,49,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/26/24,PO-b32f1ac3,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,200,19.8,3960,5,4,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/26/24,PO-e99d19fa,SU-011,Asia,India,PART-2b5d6159,Fork Assembly,Attachments,ea,3,991.63,2974.89,30,29,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/27/24,PO-c051c681,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,187,19.8,3702.6,5,4,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/27/24,PO-cb1d28b5,SU-003,Asia,India,PART-fb58317b,Engine Block,Engines,ea,3,4525.59,13576.77,87,87,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/27/24,PO-07c8469d,SU-009,Asia,South Korea,PART-47327335,ECM (Engine Control Module),Electronics,ea,21,999.61,20991.81,14,10,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/27/24,PO-e339a0f7,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,7,87.41,611.87,24,24,1,0,No Defect,5/1/24,5/1/24,34.12104673888723
5/27/24,PO-db6f0337,SU-011,Asia,China,PART-fb58317b,Engine Block,Engines,ea,3,4530.23,13590.69,47,35,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/27/24,PO-472bcfb6,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,41,327.23,13416.43,25,17,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/27/24,PO-1d204182,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,9,201.4,1812.6,41,33,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/27/24,PO-3ec62701,SU-008,North America,USA,PART-b4cae6b4,Operator Seat,Cabs & Controls,ea,7,1496.38,10474.66,16,16,1,0,No Defect,5/1/24,5/1/24,11.25679504744156
5/27/24,PO-d11fa6eb,SU-011,Asia,China,PART-1750e948,Turbocharger,Engines,ea,2,1038.02,2076.04,32,32,1,0,No Defect,5/1/24,5/1/24,40.901562164170514
5/27/24,PO-69f6082f,SU-012,North America,USA,PART-f2d432f3,Fuel Filter,Filters,ea,154,59.54,9169.16,6,4,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/28/24,PO-cdbb3c99,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,15,483.94,7259.1,18,13,1,0,No Defect,5/1/24,5/1/24,65.14908984
5/28/24,PO-3c912006,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,2,1036.95,2073.9,55,52,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/28/24,PO-dafc416c,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,32,331.95,10622.4,20,18,1,0,No Defect,5/1/24,5/1/24,74.60077626678189
5/28/24,PO-c7153862,SU-005,Asia,China,PART-007ca85c,Nut,Fasteners,ea,118,1.09,128.62,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/28/24,PO-c2278228,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,672,3.7,2486.4,7,7,1,0,No Defect,5/1/24,5/1/24,1.7479300164612683
5/28/24,PO-3470a21c,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,3,1036.95,3110.85,35,25,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/28/24,PO-52bf9a35,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,38,19.41,737.58,6,5,1,0,No Defect,5/1/24,5/1/24,1.0216109837309548
5/28/24,PO-4f32e55e,SU-009,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,5,192.9,964.5,14,12,1,0,No Defect,5/1/24,5/1/24,16.30713865611027
5/28/24,PO-aa53d7a0,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,91,19.8,1801.8,5,5,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
5/28/24,PO-246238f6,SU-003,Asia,India,PART-fb58317b,Engine Block,Engines,ea,3,4525.59,13576.77,79,79,1,0,No Defect,5/1/24,5/1/24,45.978665363421214
5/29/24,PO-030c6efe,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,125,23.55,2943.75,7,7,1,0,No Defect,5/1/24,5/1/24,24.95664434694473
